record_id,msisdn,event_time,event_type,charge_amount_inr,success
5bc5df3b7f3a,918436135209,2024-01-04,Recharge,19,True
a89d77648024,919749835921,2024-01-01,VAS_Activation,999,True
7785204579b2,917372339773,2024-01-01,Booster_Pack,499,True
72cb405bd80a,918131953870,2024-01-03,Booster_Pack,29,True
4cd6106607c7,919981656438,2024-01-01,VAS_Activation,19,True
3ce23364c234,918812254495,2024-01-08,VAS_Activation,99,True
1e0b3e38d13a,917955571143,2024-01-04,VAS_Activation,999,True
50d7c8f05855,917245205872,2024-01-08,VAS_Activation,99,True
d8940ad66ad4,917445155763,2024-01-02,Booster_Pack,99,True
73f48b3d31f8,919296508160,2024-01-02,VAS_Activation,29,True
f2d188dab999,918676701282,2024-01-05,Recharge,999,True
96bd0beed58b,919373058026,2024-01-08,Recharge,499,True
a77db6baefc5,919005114710,2024-01-04,Booster_Pack,19,True
c40b7f01c91d,919923666713,2024-01-08,Recharge,99,True
88a80ae7d58e,917234855581,2024-01-04,VAS_Activation,19,True
cabcdcbbdea3,918047549475,2024-01-05,VAS_Activation,499,True
74c68a210189,918501481608,2024-01-07,Booster_Pack,29,True
b9c33b46778d,918580591687,2024-01-05,VAS_Activation,99,True
a69690b50593,917151527437,2024-01-01,Recharge,499,True
716c03605b18,919262511096,2024-01-01,Booster_Pack,99,True
ebaf46a20202,919300457128,2024-01-07,Booster_Pack,99,True
81e5a6e59a56,919580296843,2024-01-02,VAS_Activation,99,True
8fd154b106e0,918121928303,2024-01-08,Recharge,99,True
aad81ec97f6c,919028726515,2024-01-01,Recharge,499,True
29ad30eb1d26,919317226372,2024-01-07,Booster_Pack,499,True
caa84765af72,919951923673,2024-01-08,Recharge,99,True
7112bd299a92,918729367957,2024-01-05,Recharge,999,True
4a3e326c971f,919770672708,2024-01-03,Booster_Pack,999,True
c93db19fe068,919991530693,2024-01-04,Booster_Pack,999,True
27a99dc568e8,918380362406,2024-01-03,VAS_Activation,99,True
25093fc4d37e,917711953746,2024-01-06,VAS_Activation,29,True
0640e91e6d7e,917358922867,2024-01-01,Recharge,999,True
8c8a94a966de,919101671456,2024-01-03,Booster_Pack,499,True
09b24deadc11,918868446487,2024-01-03,VAS_Activation,29,True
8af661a2c204,919124491641,2024-01-01,Recharge,29,True
a011f01b8e22,919499384762,2024-01-04,Booster_Pack,19,True
d69234085dbb,918864655693,2024-01-05,Booster_Pack,999,True
f50aa3d5b729,919384854077,2024-01-05,VAS_Activation,999,True
c982b0de6dec,917024027534,2024-01-07,VAS_Activation,19,True
86c39d92ae7c,919165577903,2024-01-05,VAS_Activation,999,True
5c8f3dc9876e,917467828894,2024-01-05,VAS_Activation,999,True
ed94aff1bdb9,917382525331,2024-01-04,Booster_Pack,99,True
3bc78f525de0,917433426398,2024-01-06,Recharge,499,True
f424ff3da30a,918332187153,2024-01-08,Booster_Pack,99,True
fb8d06d1b72a,917148044900,2024-01-08,Booster_Pack,499,True
6aed29827141,918353388020,2024-01-04,Booster_Pack,29,True
3f1f87f41bba,919739781437,2024-01-02,Recharge,99,True
0840b3a7805c,919870976952,2024-01-01,VAS_Activation,19,True
5aecc9578b06,918656750824,2024-01-05,Booster_Pack,19,True
d929bfd21e4f,917044316875,2024-01-08,Recharge,499,True
fcba945944b0,919559118160,2024-01-07,Booster_Pack,999,True
20ea7975c701,918257726172,2024-01-05,Booster_Pack,499,True
15d3a562cd37,917602629948,2024-01-03,Recharge,499,True
e8359dc45aa7,919827362792,2024-01-04,Recharge,99,True
67a4af30b853,918280850357,2024-01-05,Booster_Pack,29,True
9babb4c971fb,919297410413,2024-01-02,VAS_Activation,19,True
43b2ad377f33,917928281401,2024-01-04,Booster_Pack,99,True
019f0a0fe06a,919547821258,2024-01-08,VAS_Activation,499,True
2306c98725ab,917450191479,2024-01-05,Recharge,19,True
0611c8278a73,917757401601,2024-01-03,Recharge,19,True
ed63814373ca,918695824870,2024-01-05,Recharge,19,True
6dfd60568875,917254149207,2024-01-01,Booster_Pack,499,True
cf0bd7d71f31,919750656910,2024-01-07,Recharge,99,True
4884837fd3c1,919660208569,2024-01-05,Recharge,499,True
1b8910ae341f,919051127669,2024-01-01,Booster_Pack,19,True
3a4aed05b515,919705950888,2024-01-01,Recharge,999,True
421967dc13dd,917747274176,2024-01-05,VAS_Activation,19,True
5d4f2fe84e22,918406851258,2024-01-06,VAS_Activation,999,True
bca52b457b28,917266331736,2024-01-07,VAS_Activation,999,True
9611d7d949a9,917166427428,2024-01-06,Recharge,99,True
478a16e80930,919303663769,2024-01-01,VAS_Activation,29,True
df3de192c7e3,918183686173,2024-01-07,Booster_Pack,999,True
5ad2c33f5864,917234855581,2024-01-04,Booster_Pack,29,True
16aee44b7d29,917472834083,2024-01-04,VAS_Activation,99,True
54bb36752259,919233464181,2024-01-05,VAS_Activation,999,True
6fc5fccec3d0,918951995890,2024-01-04,Recharge,19,True
c15a12840b7e,918462176652,2024-01-03,Booster_Pack,29,True
7bf07a91195f,917002100473,2024-01-06,Recharge,999,True
1802c4485465,917497204307,2024-01-01,Recharge,29,True
1b780e1019c1,917390930521,2024-01-03,Recharge,499,True
fb8cdb584605,918710295569,2024-01-04,VAS_Activation,99,True
3e9846b1a9b5,918238554082,2024-01-06,VAS_Activation,499,True
2d1c5ec00cf5,919037823119,2024-01-07,VAS_Activation,499,True
285d60a00760,917509458017,2024-01-06,VAS_Activation,99,True
b34fe0d1a02b,917518154374,2024-01-05,VAS_Activation,999,True
57f39774b271,918706260789,2024-01-02,VAS_Activation,99,True
20df9dc22937,918535909985,2024-01-07,Booster_Pack,99,True
58baf5bc8b91,917363627335,2024-01-08,Booster_Pack,99,True
6b255f507e1b,918712901613,2024-01-05,Booster_Pack,29,True
70166599e4ba,917479113594,2024-01-08,VAS_Activation,99,True
4eef3d2cdb5c,917402613234,2024-01-02,Recharge,999,True
4d0d5673d78b,919220295944,2024-01-04,VAS_Activation,999,True
fed83f8ca437,917741467117,2024-01-01,VAS_Activation,499,True
418169e9c272,919910471790,2024-01-04,Recharge,19,True
c5069b246c4d,919076054591,2024-01-01,Recharge,29,True
1af43c4fe5df,919680860735,2024-01-08,Booster_Pack,999,True
d5cc52e09139,919682884395,2024-01-04,Recharge,999,True
3d945d804ac7,919067187677,2024-01-07,Recharge,19,True
239a328a9732,917747274176,2024-01-03,VAS_Activation,29,True
015a23f08314,917093394577,2024-01-02,Booster_Pack,19,True
489c97ba05fe,919171632822,2024-01-03,Booster_Pack,999,True
2a8e3600d5f4,917267690256,2024-01-02,VAS_Activation,29,True
f9c3413be0b6,917714755183,2024-01-06,VAS_Activation,499,True
e1b2920f69c2,918266101535,2024-01-08,VAS_Activation,999,True
a67981c0d98e,919296508160,2024-01-06,VAS_Activation,29,True
3f9c82dc771c,917517186294,2024-01-05,Booster_Pack,99,True
047bc808f2c9,917807401968,2024-01-02,Recharge,19,True
691e157dbab8,918137546474,2024-01-02,Recharge,99,True
32ceba8d7bd0,917551037193,2024-01-02,Recharge,19,True
837bcaed56b4,918235611121,2024-01-03,VAS_Activation,19,True
92f3a0c55c84,917537905648,2024-01-06,Recharge,99,True
a9ccb04de2e4,918649707959,2024-01-05,VAS_Activation,29,True
1ad8f6b25a55,918606110119,2024-01-05,Recharge,29,True
d3881a7ef9c5,919846810245,2024-01-01,Booster_Pack,499,True
a54e143c9af1,918227794409,2024-01-08,Recharge,499,True
c3bbd20c7f69,917305080425,2024-01-04,Booster_Pack,99,True
44ac42e12406,917400940100,2024-01-01,VAS_Activation,29,True
b29bc2468bcb,919305696816,2024-01-03,Recharge,19,True
e47d3feaca4c,919645051156,2024-01-03,Booster_Pack,999,True
af09c670c451,918661401417,2024-01-03,VAS_Activation,99,True
0feb2bf18aef,917872209503,2024-01-02,VAS_Activation,99,True
d7198ab0456e,917190082971,2024-01-05,Recharge,499,True
86cbe327db27,917303197794,2024-01-06,Recharge,29,True
0b1919b5d318,917903700111,2024-01-05,Booster_Pack,99,True
afdaf09bd0ea,919699687199,2024-01-02,Recharge,19,True
11bbf56d9301,918343075522,2024-01-07,Recharge,19,True
7aa34b93462f,918217118659,2024-01-04,Recharge,999,True
a4080afd68c3,917559660745,2024-01-04,Booster_Pack,999,True
58635f591187,918055377886,2024-01-07,Recharge,99,True
50de56d5fbd5,917473594475,2024-01-04,VAS_Activation,999,True
42ef5e2bf252,918244803779,2024-01-08,Recharge,29,True
088682f6b442,918254547375,2024-01-05,VAS_Activation,499,True
195a0b27ac11,917390197772,2024-01-05,Recharge,29,True
690bf8d888cf,917249941326,2024-01-02,Recharge,999,True
c606f7c0b5a2,917826827269,2024-01-03,Booster_Pack,29,True
7df382aaf4f7,918134519131,2024-01-08,Recharge,999,True
00a15a7df9a4,917269484446,2024-01-07,Recharge,999,True
35f7e2dfad3a,919344422616,2024-01-04,Booster_Pack,499,True
787f6356d6c2,918091039206,2024-01-03,VAS_Activation,499,True
0b4ee09eafd8,918768663741,2024-01-05,Recharge,29,True
6bf40b53a0d0,919508361394,2024-01-08,VAS_Activation,29,True
eb1748edb968,917467828894,2024-01-01,VAS_Activation,999,True
f47c38e6b3fd,917359082630,2024-01-02,Booster_Pack,999,True
7f3e523086f8,919278948398,2024-01-06,VAS_Activation,499,True
c21ee4d31123,919620310349,2024-01-07,Recharge,499,True
cd2eb5d04eb9,917517216293,2024-01-06,Booster_Pack,19,True
950d9facd622,919118145984,2024-01-07,VAS_Activation,29,True
35ec2096ba89,919731941965,2024-01-07,VAS_Activation,499,True
fb41cf194ce4,918686987684,2024-01-08,VAS_Activation,99,True
5275f7185c18,918131953870,2024-01-03,VAS_Activation,19,True
c0346c71048a,919831848784,2024-01-08,VAS_Activation,499,True
5f7b8c220baf,919255653832,2024-01-08,Recharge,19,True
f393458c57eb,917472060028,2024-01-01,Booster_Pack,19,True
5e4ba0b8275b,919957351665,2024-01-07,Booster_Pack,999,True
a72bb2b64036,918913195257,2024-01-06,Booster_Pack,29,True
6c82fade12b5,918477753707,2024-01-04,Booster_Pack,19,True
f17a31293e54,917575161289,2024-01-04,Booster_Pack,19,True
88ddacf7aba6,917240238438,2024-01-02,Recharge,19,True
82dc9e270457,918925830905,2024-01-05,Booster_Pack,99,True
560c9c3f7f3f,918972329311,2024-01-07,Recharge,99,True
5fb412b14b39,917054844469,2024-01-03,VAS_Activation,999,True
f2327334de24,917517385819,2024-01-07,Recharge,29,True
c3c027f84737,917043961286,2024-01-02,Recharge,999,True
0046ad38f7a1,917611677139,2024-01-07,VAS_Activation,29,True
e9b5882145ea,918956049788,2024-01-06,Booster_Pack,499,True
b0ced770e00f,918863624519,2024-01-05,Booster_Pack,999,True
edb37d1c1ca1,918590616637,2024-01-01,Booster_Pack,99,True
40c36d0e906c,918037547969,2024-01-07,Booster_Pack,99,True
a9073c72d383,918565384817,2024-01-05,Recharge,29,True
2fdfe8740b8e,919868303667,2024-01-06,VAS_Activation,29,True
b0603abfd29e,918165009289,2024-01-03,VAS_Activation,29,True
060f6181468b,919073790365,2024-01-04,Recharge,499,True
4810a6c968ac,918480948333,2024-01-02,VAS_Activation,19,True
230114e037cc,918673939459,2024-01-04,VAS_Activation,99,True
c35053ccfcc9,918713984228,2024-01-06,VAS_Activation,19,True
3da437eb8cbf,919048774113,2024-01-07,VAS_Activation,99,True
9b1d009a2abc,918149938948,2024-01-06,Booster_Pack,99,True
14d8707dc70b,917851397833,2024-01-08,Booster_Pack,19,True
3a78ee402b8c,919747524980,2024-01-06,Recharge,999,True
781a4f88aa2d,919404776327,2024-01-03,Recharge,19,True
adb1eb336167,919525186603,2024-01-07,Booster_Pack,29,True
3f0656cd6e45,919341046437,2024-01-06,VAS_Activation,499,True
bc4d06367a60,918588436705,2024-01-08,Booster_Pack,19,True
d9994e23a743,919700855096,2024-01-04,Recharge,19,True
6e3cb3261e6f,917318722316,2024-01-06,Recharge,999,True
b9c393e85746,917493837319,2024-01-06,Recharge,19,True
5d4b3423365d,918139362970,2024-01-06,Booster_Pack,99,True
6ff2af79e239,918137546474,2024-01-05,VAS_Activation,499,True
155e3a8495ce,918260676518,2024-01-03,Recharge,29,True
40435337b1d4,919547821258,2024-01-06,VAS_Activation,29,True
c47d58afaffe,917408601174,2024-01-04,Recharge,999,True
f50d089ed898,918862263873,2024-01-06,VAS_Activation,29,True
8298e9b2ebb9,918455473188,2024-01-04,VAS_Activation,99,True
072419126f8e,917466378390,2024-01-07,Recharge,99,True
c692b6cbdd4d,917655871854,2024-01-01,Booster_Pack,499,True
e8d18ed1ce30,919021166264,2024-01-04,VAS_Activation,99,True
cd2db5bedeb3,918435393072,2024-01-05,Recharge,99,True
9621f0b2e595,918078541068,2024-01-05,Recharge,499,True
f3ea23377ac0,917060090196,2024-01-08,VAS_Activation,19,True
f2fd343f33fd,918396699349,2024-01-06,Booster_Pack,19,True
8bcf486264bd,919124946755,2024-01-05,Recharge,499,True
47d4ee7976bf,919456121575,2024-01-04,VAS_Activation,19,True
1adc40ac1cf9,919233714117,2024-01-05,VAS_Activation,499,True
2a582406df0f,919127350537,2024-01-03,Booster_Pack,999,True
0373ea3ef2b3,919276222520,2024-01-06,Booster_Pack,999,True
744bf291da44,919940566126,2024-01-07,VAS_Activation,499,True
cd9d6fad1075,919032766172,2024-01-04,Recharge,99,True
3a7e1255e95b,918534786434,2024-01-04,Booster_Pack,99,True
73aded66ac5a,918876929331,2024-01-02,Recharge,29,True
cd24882bb618,918114379617,2024-01-01,Recharge,19,True
790a2c5b8efd,919276470178,2024-01-06,Booster_Pack,99,True
ecd0f3de6da4,919206582617,2024-01-05,Booster_Pack,999,True
47f98e535a7b,918165514651,2024-01-03,VAS_Activation,29,True
5145c17cb40d,918207473534,2024-01-05,VAS_Activation,999,True
b88b534a0fa2,917744717966,2024-01-03,Booster_Pack,499,True
e2b63434f803,917242515499,2024-01-04,VAS_Activation,999,True
9b093f35f03b,919751617332,2024-01-06,Booster_Pack,19,True
0a2818298c5f,918683179123,2024-01-04,Recharge,99,True
0af845c34eba,919593711737,2024-01-06,Booster_Pack,19,True
3dcadb764bd5,918757242498,2024-01-07,Booster_Pack,99,True
c7181a41fb4b,919672664545,2024-01-01,VAS_Activation,19,True
ab60fa2ee05b,917659695795,2024-01-03,Recharge,999,True
34bd0d896eee,917859873418,2024-01-01,Recharge,999,True
3c08c5684911,918275032977,2024-01-04,Recharge,19,True
9dba42172535,918032198463,2024-01-02,Booster_Pack,29,True
b5173b490e09,919180940915,2024-01-01,VAS_Activation,19,True
0c22952012fa,918831859663,2024-01-08,VAS_Activation,29,True
1b207f871b34,919334342723,2024-01-04,VAS_Activation,29,True
df7f19fedc7e,919588022345,2024-01-05,Booster_Pack,999,True
f8ee6ff90318,919255878552,2024-01-04,Booster_Pack,999,True
fb2841b5ef79,918902337840,2024-01-05,Booster_Pack,499,True
bcd61e822d59,918551187899,2024-01-06,Booster_Pack,999,True
769217260b46,919791695049,2024-01-07,VAS_Activation,19,True
9c80abb47f1d,919792956424,2024-01-07,Recharge,99,True
32e9903357df,917707388598,2024-01-02,VAS_Activation,499,True
2265e62682db,918311071652,2024-01-01,Booster_Pack,499,True
ea82f9e01854,919048670278,2024-01-07,Booster_Pack,19,True
b1744b04a1b1,917787259985,2024-01-01,Recharge,19,True
7587dd01416e,917359082630,2024-01-01,Recharge,499,True
abc3c8fac10c,917658457659,2024-01-07,VAS_Activation,499,True
04e9deac5032,918170873755,2024-01-05,Booster_Pack,29,True
57c5aa7da21c,919887709119,2024-01-07,Booster_Pack,999,True
d9307aa548d2,918697506057,2024-01-03,Booster_Pack,499,True
04230c7c2188,919735440335,2024-01-02,Booster_Pack,19,True
1ac00cce07f6,919645349044,2024-01-04,Recharge,99,True
f781877cc93c,918278325880,2024-01-06,Recharge,499,True
a5f9bcf28e80,919551337982,2024-01-03,Recharge,19,True
16535c291d51,917168496361,2024-01-07,Recharge,99,True
8f8bcbf5cee0,918274030745,2024-01-08,VAS_Activation,29,True
b60a7cd2baf4,919826682142,2024-01-03,VAS_Activation,999,True
2c758f907ebd,917886814983,2024-01-08,Recharge,499,True
1054891a7e08,918240818257,2024-01-08,Recharge,29,True
9f2b63d67653,918910611341,2024-01-05,Recharge,499,True
